smiles,pKa,pKaAcidic_train_test,scaffold
Cc1ccccc1C(=O)NP(N)(N)=O,10.63,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ea420>
CCC(Br)(CC)C(=O)NC(=O)NC(C)=O,10.63,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ea490>
C[C@@H]1CO[C@@](O)(c2cc(F)cc(F)c2)[C@H](C)N1,10.63,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ea500>
O=C1Nc2ccc(Cl)nc2C(c2ccccc2Cl)=NC1O,10.63,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ea570>
CNC(=O)Nc1c(OCCN2CCCCC2)c(OC)c2occc2c1OC,10.63,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ea5e0>
CNC(=O)Nc1c(OCCN2CCCC2)c(OC)c2occc2c1OC,10.63,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ea650>
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,10.64,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ea6c0>
COc1cc(C(=O)Nc2nc(=O)n([C@@H]3O[C@H](C)[C@@H](O)[C@H]3O)cc2F)cc(OC)c1OC,10.64,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ea730>
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,10.65,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ea810>
CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Br)Br,10.65,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ea880>
NP(N)(=O)NC(=O)c1ccc(F)cc1,10.65,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ea8f0>
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C12C=Cc1ccccc12,10.65,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ea960>
CC1(C)C(/C=C(\Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,10.65,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ea9d0>
NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3,10.65,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eaa40>
COc1cc(F)ccc1-c1c(C)sc2cnc(Nc3cnn(C4CCNCC4)c3)nc12,10.65,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eaab0>
CNC(=O)c1c(I)c(NC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)c(I)c(NC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)c1I,10.66,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eab90>
CC(C)N1CCOc2c(F)cc(-c3nc(Nc4ccc(C5CCN(C)CC5)cn4)ncc3F)cc21,10.66,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eac70>
Cc1cc(C)c(C2CCCCC2)c(O)c1,10.67,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eace0>
COc1ccc(-c2nc(C(F)(F)F)[nH]c2-c2ccc(OC)cc2)cc1,10.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ead50>
O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,10.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eadc0>
O=C(NC(=O)c1ccccc1)NC1CCN(Cc2ccc3ccccc3c2)CC1,10.67,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eae30>
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,10.68,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eaea0>
CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,10.68,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eaf10>
N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,10.68,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eaff0>
Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(C(=O)N[C@@H]1CCCNC1)O2,10.68,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eb060>
CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)c1cccs1,10.69,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eb0d0>
O=C(N[C@@H]1CC[C@@H](c2cccc(F)c2F)CN(CC(F)(F)F)C1=O)N1CCC(n2c(=O)[nH]c3ncccc32)CC1,10.69,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eb140>
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)c2cccs2)C1,10.69,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eb1b0>
COc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1F,10.69,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eb220>
Cn1cc(Nc2nccc(-c3ccc4c(c3)CN(C3COC3)CC[C@H]4NC(=O)c3cn(C(C)(C)C)nn3)n2)cn1,10.69,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eb290>
N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F,10.7,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eb300>
CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,10.7,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eb370>
Nc1c(NC(=O)C(F)(F)C(F)F)cc(C(F)(F)F)cc1[N+](=O)[O-],10.7,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eb3e0>
CC(C)n1c(=O)cc(N[C@@H](C)c2ccccc2)[nH]c1=O,10.7,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eb450>
O=C(c1ccc(Oc2ccccc2)cc1Cl)c1c[nH]c2ncnc(N[C@@H]3CC[C@@H](CO)OC3)c12,10.7,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eb4c0>
Oc1ccc(CCNCCCCCCNCCc2ccccc2)cc1O,10.71,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eb530>
CCSCc1ccc2c(c1)c1c3c(c4c5cc(CSCC)ccc5n5c4c1n2[C@H]1C[C@](O)(C(=O)OC)[C@]5(C)O1)CNC3=O,10.71,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eb5a0>
CC#CC(=O)N1CC[C@@H](n2cc(-c3ccc(Oc4c(F)cccc4F)cc3)c3c(N)n[nH]c(=O)c32)C1,10.71,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eb680>
CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3csc(NC(C)=O)c3C2=O)ccc1OC,10.71,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eb6f0>
CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,10.74,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eb920>
N=C1N(O)[C@@H](COC(N)=O)[C@@H]2N=C(N)N[C@]23N1CCC3(O)O,10.74,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eb990>
CC(C)(C)c1cc(CC2SCNC2=O)cc(C(C)(C)C)c1O,10.75,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eba00>
COc1ccc(C2(c3ccccc3)NC(=O)N(CCCN3CCC(c4ccccc4)CC3)C2=O)cc1,10.75,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eba70>
CCCCCCOc1cc(C)c(O)c(C)c1C,10.75,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ebae0>
C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Cl)c1,10.75,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ebbc0>
CCOc1ccc(-c2cc(C)cn2-c2ccc(S(N)(=O)=O)cc2)cc1,10.75,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ebc30>
CCOC(=O)c1cnc2cc(OCC(C)C)c(OCC(C)C)cc2c1O,10.76,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ebd10>
CCCCCCCCCCOc1cc2c(O)c(C(=O)OCC)cnc2cc1OCC,10.76,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ebd80>
CCOC(=O)c1cnc2cc(OCC3CC3)c(OCC3CC3)cc2c1O,10.76,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ebdf0>
CCN(CC)S(=O)(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,10.76,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ebe60>
CCc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1,10.77,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ebed0>
Cc1cccc(-c2[nH]c(CNc3ccccc3F)nc2-c2ccc3ncnn3c2)n1,10.77,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ebf40>
CC(=O)NNC(=O)CC(O)(c1ccccc1)c1ccccc1,10.78,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ec040>
COc1cc2c(cc1OC)C1C/C(=N\O)C3CCCCC3N1CC2,10.78,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ec0b0>
O=C(NCC1CCOCC1)c1cnc(Nc2ccc(Cl)cc2Cl)nc1C(F)(F)F,10.78,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ec120>
CC[C@@H](C)C(=O)O[C@H]1[C@H](O)[C@H]2[C@@H](CN3C[C@@H](C)CC[C@H]3[C@@]2(C)O)[C@@H]2C[C@]34O[C@]5(O)[C@@H](OC(=O)[C@@](C)(O)CC)CC[C@@]3(C)[C@@H]5[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]4[C@@]21O,10.79,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ec190>
Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,10.8,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ec200>
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,10.8,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ec270>
Cc1c(C)c2c(c(C)c1O)CCC(C)(C)O2,10.8,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ec2e0>
O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,10.8,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ec3c0>
CCOC(=O)NC(O)C(Cl)(Cl)Cl,10.81,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ec4a0>
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,10.82,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ec510>
CNC(=O)c1cccc2c(Nc3ccc(NS(C)(=O)=O)cc3OC)c3cccc(C)c3nc12,10.82,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ec580>
O=C1N(C(O)C(Cl)(Cl)Cl)CNC1(c1ccccc1)c1ccccc1,10.82,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ec5f0>
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1,10.82,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ec660>
CN=C(N)NC(=O)Nc1c(C)cccc1C,10.83,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ec6d0>
O=C1Cc2cc(Cl)c(C3CCCCC3)cc2O1,10.83,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ec740>
CC(C)[C@H]1NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C)C(=O)N2)OC(=O)C[C@@H]1O,10.84,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ec7b0>
Cc1cc(Nc2cc(N)ncn2)c(=O)n2c1C(=O)NC21CCCCC1,10.84,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ec820>
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,10.85,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ec890>
COC(=O)c1c(C)[nH]c2c(OC(=O)N3CCN(C)CC3)cc3c(c12)[C@H](CBr)CN3C(=O)c1cc2cc(OC)c(OC)c(OC)c2[nH]1,10.85,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ec900>
CC(C)=CCOc1cc(NC(=S)c2ccoc2C)ccc1Cl,10.85,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ec970>
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,10.85,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ec9e0>
CC[C@H]1C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,10.85,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eca50>
CC(C)(C(=O)NCC(F)(F)C(F)(F)F)C(=O)N[C@@H]1C(=O)Nc2ccccc2-c2ccccc21,10.85,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ecac0>
CC[C@]12CN3CCc4c([nH]c5ccccc45)[C@@](C(=O)OC)(c4cc5c(cc4OC)N(C=O)[C@H]4[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]6(CC)C=CCN7CC[C@]54[C@@H]76)C[C@@H](C3)[C@H]1O2,10.85,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ecb30>
NC(=O)C(=O)N/N=C/c1ccc([N+](=O)[O-])o1,10.86,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ecc10>
CC(C)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3,10.86,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ecc80>
Cc1cc(O)c(C2CC3CCC2(C)C3(C)C)cc1C,10.86,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eccf0>
Cc1ccc2c(NC[C@](O)(CC(C)(C)c3cc(F)cc4c3OCC4)C(F)(F)F)cccc2n1,10.86,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ecd60>
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,10.87,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ecdd0>
CC[C@]12CN3CCc4c([nH]c5ccccc45)[C@@](C(=O)OC)(c4cc5c(cc4OC)N(C)[C@H]4[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]6(CC)C=CCN7CC[C@]54[C@@H]76)C[C@@H](C3)[C@H]1O2,10.87,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ece40>
CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(=O)CN(C)C)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,10.87,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eceb0>
Cc1cccc(C)c1NC(=O)/N=C1\CCCN1C,10.87,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ecf20>
CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,10.87,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ed000>
CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32,10.87,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ed070>
CC[C@@H]1CN2CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C[C@@H](C2)C1O,10.87,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ed0e0>
CC[C@H](C)[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)N1CCOCC1)c1coc(C)n1,10.88,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ed150>
CCCCCCCN(CCCCCSc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1)C(=O)Nc1ccc(F)cc1F,10.88,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ed1c0>
COc1ccc([C@H](C)Cn2cc[nH]c2=O)cc1OCC1CC1,10.89,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ed230>
CNC(=O)c1c(I)c(NC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)c(I)c(N(CCO)C(C)=O)c1I,10.89,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ed2a0>
CC[C@](C)(O)C(=O)O[C@H]1C(=O)O[C@@H]2C[C@H]3C(C)=C[C@H](O)[C@@H](O)[C@]3(C)[C@H]3[C@]4(O)OC[C@]32[C@@H]1[C@@H](C)[C@H]4O,10.89,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ed310>
CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1,10.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ed380>
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,10.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ed3f0>
CC(=O)N(C)c1c(I)c(NC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)c(I)c(C(=O)NCCO)c1I,10.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ed460>
CC(=O)N1CCc2c(C(=O)N3CCC(c4ccc(F)c(F)c4C(F)(F)F)CC3)n[nH]c2C1,10.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ed4d0>
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,10.91,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ed5b0>
Cn1c(=O)[nH]c2ncn(C)c2c1=O,10.91,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ed620>
CCC(Br)(CC)C(=O)NC(N)=O,10.91,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ed690>
CC(=O)Oc1c(Br)cc(Cl)cc1C(=S)Nc1ccc(Br)cc1,10.91,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ed700>
C[C@@H]1CC[C@H]([C@@H](O)C(F)(F)F)N1c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,10.91,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ed770>
Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,10.91,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ed7e0>
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,10.92,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ed850>
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(=O)C(C)(C)OC)=C(COC(N)=O)CS[C@H]12)c1ccco1,10.92,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ed8c0>
CCCc1cc2c(O)c(C(=O)OC)cnc2cc1N(CC)CC,10.93,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ed930>
CO/N=C(\C(=O)N[C@@H]1C(=O)N(OCC(=O)OCC(=O)OC(C)(C)C)[C@H]1C)c1csc(N)n1,10.94,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eda10>
CCOC(=O)NC1=C(N2CC2)C(=O)C(NC(=O)OCC)=C(N2CC2)C1=O,10.94,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eda80>
NS(=O)(=O)c1ccc(N2CCN(CC[C@@H]3OCCc4ccccc43)CC2)cc1,10.94,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48edaf0>
O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,10.94,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48edb60>
CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21,10.94,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48edbd0>
CC(C)C(Br)C(=O)NC(N)=O,10.95,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48edc40>
COC(=O)[C@@H](N)CCCNC(=N)N[N+](=O)[O-],10.95,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48edcb0>
C[C@H](NC(=O)c1c(N)nn2cccnc12)c1cc2cccc(C#Cc3cnn(C)c3)c2c(=O)n1-c1ccccc1,10.95,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ede00>
COc1cc([S+](C)[O-])ccc1-c1nc2ncccc2[nH]1,10.96,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ede70>
N/C(CN(Cc1ccccc1)c1ccccc1)=N\O,10.96,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48edee0>
Ic1[nH]c(I)c(I)c1I,10.96,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48edf50>
NS(=O)(=O)c1ccc(NCc2ccccc2)cc1,10.96,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48edfc0>
CN1C2CC(OC(=O)C(O)(CO)c3ccccc3)CC1C1OC12,10.96,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ee030>
CC1(C)CN(C(=O)c2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)C1,10.96,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ee0a0>
O=C(Nc1cccnn1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1,10.98,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ee180>
CC(C)c1cccc(C(C)C)c1O,10.98,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ee1f0>
CN1CC(=O)NC(=O)N1c1cc(Cl)c(Oc2ccc(S(C)(=O)=O)cc2)c(Cl)c1,10.98,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ee260>
NC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],10.98,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ee2d0>
Nc1ccc(S(N)(=O)=O)cc1,10.99,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ee340>
N#Cc1ccc(NC(=O)NC(=N)N)cc1Cl,10.99,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ee3b0>
Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,10.99,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ee420>
Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=S)[nH]1,10.99,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ee500>
COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,10.99,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ee570>
C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,11.0,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ee5e0>
O=C1N[C@H](O)CCN1[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,11.0,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ee650>
Nc1cc(-c2ccncc2)c[nH]c1=O,11.01,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ee6c0>
C[C@H](O)c1nc(Cn2nc(-c3ccc(Cl)cc3)n(C[C@H](O)C(F)(F)F)c2=O)nn1-c1cccc(Cl)c1,11.01,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ee7a0>
C[C@H]1CNC(=O)Nc2cnn3ccc(nc23)N2C[C@@H](F)C[C@@H]2c2cc(F)cnc2O1,11.01,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ee810>
OC[C@H]1O[C@H](O)[C@H](F)[C@@H](O)[C@@H]1O,11.02,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ee880>
OC[C@H]1O[C@H](O)[C@H]([18F])[C@@H](O)[C@@H]1O,11.02,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ee8f0>
CC(=N/NC(=S)NCCN1CCCCC1)/C(C)=N/NC(=S)NCCN1CCCCC1,11.02,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ee960>
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4ccc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c5c4)c4c3[C@@H]3CC[C@H]4C3)cc2)[nH]1)C(C)C,11.03,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ee9d0>
COc1nc(C(=O)NC[C@](C)(O)C(F)(F)F)c(N)cc1C(F)(F)F,11.04,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eea40>
Cn1c(=O)c2c(ncn2CC(=O)Nc2ccc(-c3ccccc3)nn2)n(C)c1=O,11.04,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eeab0>
C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,11.05,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48eeb20>
