smiles,LogD,scaffold
COc1ccc(-c2cc(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)[nH]n2)c(OC)c1,4.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095fc0>
Cn1ccc2c([nH]c3c(CCN4CCCCC4)cccc32)c1=O,1.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4096030>
CNCCc1cccc2c1[nH]c1c(=O)n(C)ccc12,-0.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b40960a0>
N#Cc1cc2c(cc1F)[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,2.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b4096110>
CC1(C)C(=O)Nc2c(Nc3cccc(-c4cccnc4)n3)cccc21,3.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4096180>
O=C1Nc2c(Nc3cccc(-c4cccnc4)n3)cccc2C12CC2,3.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b40961f0>
NC(=O)Cc1cccc(Nc2nc(-c3cccnc3)ccc2F)n1,2.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4096260>
Nc1ccc(OCCN2CCCCC2)cc1-c1cc(-c2ccnnc2)ccn1,0.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b40962d0>
O=C(NCc1cccc(Nc2cccc(-c3cccnc3)n2)n1)C1COC1,2.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b40963b0>
O=c1cc(Nc2cccc(-c3cccc(F)c3)n2)cnn1CCN1CC(F)(F)C1,3.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4096500>
CN1CCC(Cn2ccc(Nc3cccc(-c4cccnc4)n3)cc2=O)CC1,1.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4096570>
CN1CCC(Cn2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2=O)CC1,1.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b40965e0>
Clc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,3.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b4096650>
Clc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2c1,3.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b40966c0>
COc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,3.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4096730>
COc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2c1,3.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b40967a0>
N#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2c1,2.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b4096810>
N#Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,2.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4096880>
c1cc2cc(N3CCC3)c(-c3ccc(OCCN4CCCCC4)cc3)cc2cn1,3.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b4096960>
CSc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cc1,3.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b40969d0>
Cc1c(N)c(-c2ccc(OCCN(C)C)cc2)cc2cnccc12,1.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b4096a40>
CN(CCOc1ccc(-c2ccc3ccncc3c2)cc1)C1COC1,2.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4096ab0>
CC(C)N(C)CCOc1ccc(-c2ccc3ccncc3c2)cc1,2.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b4096b20>
CN(CCOc1ccc(-c2ccc3ccncc3c2)cc1)C1CCC1,3.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b4096b90>
COc1cncc(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4ncccc4c3)CC2)c1,2.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b4096c00>
CCOc1ccc2[nH]nc(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c2n1,4.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4096c70>
Clc1cncc(O[C@@H]2CCC3(C2)CN(Cc2n[nH]c4cccnc24)C3)c1,2.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4096d50>
O=C(c1n[nH]c2ccc(-c3ncccn3)cc12)N1C[C@H]2CC[C@@H](C1)[C@@H]2Oc1cncc(Cl)c1,3.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b4096dc0>
Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2n[nH]cc2C#Cc2cncs2)C3)c1,4.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b4096e30>
COc1ccc(-c2cc(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)[nH]n2)nc1,3.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4096ea0>
COc1cccnc1-c1cc(C(=O)N2C[C@H]3CC[C@@H](C2)[C@@H]3Oc2cncc(Cl)c2)[nH]n1,3.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4096f10>
COc1ccc(-c2cc(C(=O)N3CCC(Oc4ncc(Cl)cn4)CC3)[nH]n2)c(OC)c1,3.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b4096f80>
CNCCCOc1cccc2c1[nH]c1c(=O)n(C)ccc12,0.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b4097060>
N#Cc1cc(Cl)c2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2c1,2.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b40970d0>
COC[C@H](C)NC(=O)c1cccc(-c2cc(C)c3ccncc3c2)c1,3.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b4097140>
FC1(F)CN(CCOc2ccc(-c3cc4cnccc4cc3Cl)cc2)C1,4.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b40971b0>
CC(=O)N[C@@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CO3)c1,2.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b4097290>
C[C@H](N)COc1cccc(-c2ccc3c(c2)NC(=O)CO3)c1,1.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4097300>
O=C1COCCN1CCOc1ccc(-c2ccc3ccncc3c2)cc1,3.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4097370>
Cc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cc1,3.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4097450>
Cc1ccc2cnccc2c1-c1ccc(OCCN2CCCCC2)cc1,3.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b40974c0>
Nc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,2.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4097530>
CN(CCOc1ccc(-c2ccc3ccncc3c2)cc1)C1CC(F)(F)C1,4.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b40975a0>
Cc1nccc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc12,3.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b4097610>
Cc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2ccncc12,3.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4097680>
CN1CC(COc2ccc(-c3ccc4ccncc4c3)cc2)C1,1.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b40976f0>
CN1CCC(COc2ccc(-c3ccc4ccncc4c3)cc2)CC1,2.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b4097760>
CN1CCC(Oc2ccc(-c3ccc4ccncc4c3)cc2)CC1,2.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b40977d0>
c1cc2ccc(-c3ccc(OC4CCNCC4)cc3)cc2cn1,1.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4097840>
c1cc2ccc(-c3ccc(O[C@H]4CCNC4)cc3)cc2cn1,1.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b40978b0>
CN1CC[C@H](Oc2ccc(-c3ccc4ccncc4c3)cc2)C1,2.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4097990>
CN1CC[C@@H](Oc2ccc(-c3ccc4ccncc4c3)cc2)C1,2.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b4097a00>
Cn1ncc2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc21,2.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b4097a70>
FC(F)(F)c1ccnc2c(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)n[nH]c12,4.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4097ae0>
Cc1ccnc2c(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)n[nH]c12,3.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b4097b50>
Fc1ccc2[nH]nc(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c2n1,3.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4097bc0>
O=S(=O)(c1n[nH]c2cccnc12)N1C[C@H]2CC[C@@H](C1)[C@@H]2Oc1cncc(Cl)c1,2.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4097c30>
Cc1ccc(F)c2[nH]nc(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c12,4.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b4097ca0>
COc1cc2c(cn1)-c1cc(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)nn1CN2C,3.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4097d10>
CNc1cc(OC)ncc1-c1cc(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)[nH]n1,3.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b4097d80>
COc1ccc(-c2cc(CN3CCC(Oc4cncc(Cl)c4)CC3)n[nH]2)nc1,2.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b4097df0>
COc1cccnc1-c1cc(CN2C[C@H]3CC[C@@H](C2)[C@@H]3Oc2cncc(Cl)c2)[nH]n1,3.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4097e60>
COc1cccnc1-c1cc(CN2CCC(Oc3cncc(Cl)c3)CC2)[nH]n1,2.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4097ed0>
Cc1cccc2[nH]nc(CN3CCC(Oc4cncc(Cl)c4)CC3)c12,3.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b4098040>
O=C(c1n[nH]c2cc(Cl)ccc12)N1C[C@H]2CC[C@@H](C1)[C@@H]2Oc1cncc(Cl)c1,4.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b4098190>
O=C(c1n[nH]c2cccc(Cl)c12)N1C[C@H]2CC[C@@H](C1)[C@@H]2Oc1cncc(Cl)c1,3.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4098200>
Cc1cc(-c2cccc(OC3CNC3)c2)cc2cnccc12,2.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4098270>
Cc1cc(-c2cccc(C(=O)NC[C@H](C)O)c2)cc2cnccc12,3.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b40982e0>
Cc1cc(-c2cccc(C(=O)NC[C@H](C)O)c2)c2ccncc2c1,3.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4098350>
C[C@@H](CN(C)C)NC(=O)c1nccc2ccc(-c3cccc(OCCCN4CCN(C)CC4)c3)cc12,1.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b40983c0>
CNCCOc1ccc(-c2cc(C)c3ccncc3c2)cc1,2.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b40984a0>
Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2ncccc12,3.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4098510>
NC(=O)Cn1cc(Nc2cccc(-c3cccnc3)n2)ccc1=O,0.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4098580>
Clc1c(-c2ccc(OCCN3CCCCC3)cn2)ccc2ccncc12,2.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b40985f0>
CCc1c(N)c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,2.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b4098660>
CCc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,4.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b4098740>
CC(C)c1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc12,4.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b40987b0>
Cc1cc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2cn1,3.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4098820>
Clc1cc2ccc(-c3ccc(OCCN4CCCCC4)cc3)cc2cn1,3.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b4098890>
Cc1c(N)c(-c2ccc(O[C@H](C)CN3CCCCC3)cc2)cc2cnccc12,2.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4098970>
CN1CC(Oc2ccc(-c3ccc4ccncc4c3)cc2)C1,2.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b40989e0>
Clc1cncc(O[C@@H]2C[C@H]3CC[C@@H]2CN3Cc2n[nH]c3cccnc23)c1,1.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b4098a50>
Clc1cncc(O[C@H]2C[C@@H]3CC[C@H]2CN3Cc2n[nH]c3cccnc23)c1,1.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b4098ac0>
Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2n[nH]c4ccnnc24)C3)c1,3.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4098b30>
Cc1cccc2[nH]nc(CN3CC[C@]4(C3)C[C@@H](Oc3cncc(Cl)c3)C4)c12,3.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b4098ba0>
Cc1cccc2[nH]nc(CN3CC[C@]4(C3)C[C@H](Oc3cncc(Cl)c3)C4)c12,4.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b4098c10>
Clc1ccc(O[C@H]2[C@@H]3CC[C@H]2CN(Cc2n[nH]c4ccccc24)C3)cc1,4.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4098cf0>
CNc1cc(OC)ncc1-c1cc(CN2CCC(Oc3cncc(Cl)c3)CC2)[nH]n1,3.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b4098d60>
COc1ccc(-c2cc(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)[nH]n2)nc1,4.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b4098dd0>
O=C(c1n[nH]c2cccnc12)N1C[C@@H]2CC[C@H]1C[C@@H]2Oc1cncc(Cl)c1,2.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b4098e40>
Clc1cncc(Oc2ccnc(Nc3n[nH]c4cccnc34)c2)c1,3.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b4098eb0>
O=C(c1n[nH]c2cccnc12)N1C[C@H]2C[C@@H](C1)[C@H]2Oc1cncc(Cl)c1,1.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b4098f20>
O=C(c1n[nH]c2cccnc12)N1C[C@@H]2C[C@H]1C[C@@H]2Oc1cncc(Cl)c1,2.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4099000>
O=C(c1n[nH]c2cccnc12)N1CCC2(CC1)Cc1ccccc1O2,2.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b4099070>
Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2n[nH]c4cccc(Cl)c24)C3)c1,4.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b40990e0>
Cc1cccc2[nH]nc(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c12,4.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b4099150>
Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2cccc4cn[nH]c24)C3)c1,4.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b40991c0>
Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2cccc4cccnc24)C3)c1,4.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4099230>
Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2nccc4ccccc24)C3)c1,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4099310>
COc1cc(-c2ccc3c(C(=O)N4CCN(c5ccc(CN6CC(OC)C6)cc5)CC4)cn(C)c3c2)ccn1,2.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b40993f0>
Cn1ccc2c([nH]c3c(C#CCC4CNC4)c(F)ccc32)c1=O,0.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b4099460>
Cn1ccc2c([nH]c3c(C#CC4CNC4)c(F)ccc32)c1=O,0.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b40994d0>
N#Cc1c(F)ccc2c1[nH]c1c(=O)n(CCCN3CCCCC3)ccc12,1.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b4099540>
CC(=O)N[C@@H](C)COc1cccc(-c2cc(C)c3ccncc3c2)c1,3.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b40995b0>
CN1CCN(c2cccc(Nc3cccc(-c4cccnc4)n3)n2)C1=O,3.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b4099620>
Cc1cc(-c2ccc(OCCN3CCCCC3)cc2)cc2cncnc12,2.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b4099690>
CNc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1C,3.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4099700>
CSc1c(Cl)cc2cnccc2c1-c1ccc(OCCN2CCCCC2)cc1,4.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4099770>
Oc1ccc(-c2nc3ccn(CCN4CCCCC4)cc-3n2)cc1,1.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b40997e0>
COc1ccc(-c2nc3ccn(CCN4CCCCC4)cc-3n2)cc1,2.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b4099850>
c1cc2cc(-c3ccc(OCCN4CCCCC4)cc3)[nH]c2cn1,2.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b40998c0>
Cc1c(N)c(-c2ccc(OCC3OCCO3)cc2)cc2cnccc12,3.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b40999a0>
Cc1c(N)c(-c2cc(F)c(OCCN3CCOCC3)cc2F)cc2cnccc12,2.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b4099a10>
Cn1cc2cc(-c3ccc(OCCN4CCOCC4)cc3)c(N)cc2n1,1.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4099a80>
Clc1cncc(O[C@H]2[C@@H]3CN(Cc4n[nH]c5cccnc45)C[C@@H]32)c1,3.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4099bd0>
Clc1cncc(O[C@@H]2C[C@@H]3C[C@H]2CN3Cc2n[nH]c3cccnc23)c1,2.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4099d20>
O=C(c1n[nH]c2cccnc12)N1CCC2(CCc3ccccc3O2)CC1,2.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4099d90>
Fc1cccnc1O[C@H]1[C@@H]2CC[C@H]1CN(Cc1n[nH]c3cccnc13)C2,2.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b4099e00>
Cc1cccnc1O[C@H]1[C@@H]2CC[C@H]1CN(Cc1n[nH]c3cccnc13)C2,2.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b4099e70>
O=C(c1n[nH]c2cccc(F)c12)N1C[C@H]2CC[C@@H](C1)[C@@H]2Oc1cncc(Cl)c1,3.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b4099ee0>
COc1ccc2[nH]nc(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c2c1,3.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b4099f50>
Fc1ccc2[nH]nc(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c2c1,4.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b409a0a0>
Cc1ccc2[nH]nc(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c2c1,3.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b409a110>
Cc1ccc2[nH]nc(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c2c1,4.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b409a180>
O=C(c1n[nH]c2ccc(Cl)cc12)N1C[C@H]2CC[C@@H](C1)[C@@H]2Oc1cncc(Cl)c1,4.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b409a1f0>
Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2n[nH]c4ccc(Cl)cc24)C3)c1,4.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b409a260>
O=C(c1n[nH]c2cc(F)ccc12)N1C[C@H]2CC[C@@H](C1)[C@@H]2Oc1cncc(Cl)c1,4.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b409a340>
N#Cc1ccc2[nH]nc(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c2c1,3.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b409a3b0>
O=C(c1n[nH]c2c(Cl)cccc12)N1C[C@H]2CC[C@@H](C1)[C@@H]2Oc1cncc(Cl)c1,4.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b409a490>
Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2n[nH]c4cnccc24)C3)c1,4.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b409a500>
Cc1cccc2c(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)n[nH]c12,4.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b409a570>
Cc1cccc2[nH]nc(C(=O)N3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c12,3.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b409a5e0>
Cc1cc(Cl)cc2c(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)n[nH]c12,4.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b409a650>
Cc1c(CN2C[C@H]3CC[C@@H](C2)[C@@H]3Oc2cncc(Cl)c2)[nH]c2ccccc12,4.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b409a730>
Cc1ccc2c(c1)cc(CN1C[C@H]3CC[C@@H](C1)[C@@H]3Oc1cncc(Cl)c1)n2C,5.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b409a810>
Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2ccc4[nH]ccc4c2)C3)c1,4.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b409a960>
Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2ccc4cn[nH]c4c2)C3)c1,4.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b409a9d0>
Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2ccc4[nH]ncc4c2)C3)c1,4.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b409aa40>
Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2cccc4cc[nH]c24)C3)c1,4.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b409aab0>
Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2ccnc4ccccc24)C3)c1,4.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b409ab20>
Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2cccc4cncnc24)C3)c1,4.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b409ac00>
Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2cccc4ccncc24)C3)c1,4.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b409ac70>
COc1cc(-c2ccc3c(c2)c2ncn(CCCN4CCCCC4)c(=O)c2n3C)ccn1,2.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b409ace0>
c1cnc2ccc(-n3ccc(OCC4CNC4)n3)cc2c1,-0.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b409aea0>
CSc1c(-c2ccc(OCCN3CCCCC3)cc2)cc2cnccc2c1Cl,4.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b409af80>
CC(C)Oc1cc(-c2ccc(OCCN3CCCCC3)cc2)c2ccncc2c1,4.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b409aff0>
c1cc(OCCN2CCCCC2)cc(-c2nc3ccncc3[nH]2)c1,2.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b409b060>
Nc1cnccc1C#Cc1cccc(OCCN2CCCCC2)c1,2.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b409b0d0>
c1cc2c(-c3ccc(OCCN4CCCCC4)cc3)c[nH]c2cn1,2.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b409b140>
Cc1c(N)c(-c2ccc(OCCN3CCC(F)CC3)cc2)cc2cnccc12,3.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b409b1b0>
Cc1c(N)c(-c2cc(F)c(OCCN3CCCCC3)cc2F)cc2cnccc12,3.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b409b290>
Cn1ncc2cc(-c3ccc(OCCN4CCOCC4)cc3)c(N)cc21,2.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b409b300>
Cc1c(N)c(-c2ccc(OCCN3CCCC(C)(C)C3)cc2)cc2cnccc12,3.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b409b3e0>
Cc1c(N)c(-c2ccc(OCCN3CC4(COC4)C3)cc2)cc2cnccc12,2.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b409b450>
Cc1cc2c(cn1)cnn2-c1ccc(OCCN2CCCCC2)cc1,2.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b409b530>
c1cc2c(cn1)cnn2-c1ccc(OCCN2CCCCC2)cc1,1.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b409b5a0>
COCCNC(=O)c1ccc(-c2cc3cnccc3c(C)c2N)cc1,2.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b409b610>
Cc1c(N)c(-c2ccc(C(=O)NCCN(C)C)cc2)cc2cnccc12,1.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b409b680>
Cc1c(N)c(-c2ccc(C(=O)N(C)CCN(C)C)cc2)cc2cnccc12,1.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b409b6f0>
COCC(=O)Nc1ccc(-c2cc3cnccc3c(C)c2N)cc1,2.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b409b760>
O=C(c1n[nH]c2cccnc12)N1C[C@H]2C[C@@H]1C[C@@H]2Oc1cncc(Cl)c1,2.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b409b7d0>
c1ccc2c(c1)CCC1(CCN(Cc3n[nH]c4cccnc34)CC1)O2,2.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b409b840>
