smiles,pKb,pKaBasic_train_test,scaffold
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,7.94,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9554f20>
O=c1[nH]cnc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,7.94,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9554f90>
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,7.95,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555000>
CCCCC(CC)CN1CN2CN(CC(CC)CCCC)CC2(C)C1,7.95,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555070>
CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,7.95,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95550e0>
CN(C)CCN(/N=C/c1ccc([N+](=O)[O-])o1)C(N)=O,7.95,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555150>
O=C1Nc2ccccc2C(c2ccccc2)N1C1CCN(Cc2cccc(OC(F)(F)F)c2)CC1,7.95,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555230>
O=c1c(CO)coc2cc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc12,7.96,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95552a0>
CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1,7.96,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555310>
CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,7.96,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555380>
CC(C)Cn1c(=O)n(C)c(=O)c2[nH]c(CCN3CCN(C(c4ccccc4)c4ccccc4)CC3)nc21,7.96,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95553f0>
OCCOCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,7.96,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555460>
C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,7.96,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95554d0>
O=C(O)CN1C(=O)[C@@H](N[C@@H](CCc2ccccc2)C(=O)O)CCc2ccccc21,7.96,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555540>
CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,7.96,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95555b0>
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,7.96,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555620>
CNC(C)C(=O)c1ccc2c(c1)OCO2,7.96,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555690>
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,7.96,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555700>
CC(C)n1c(Nc2cccnc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,7.96,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95557e0>
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1,7.96,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555850>
CN1CCN(c2ccc(Nc3ncc4cc(C#N)c(=O)n(C5CCCC5)c4n3)cc2)CC1,7.96,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95558c0>
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)[C@@](O)(CC)CC2,7.96,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555930>
CCCCc1nc2cc(CN3CCN(C(c4ccccc4)c4ccccc4)CC3)ccc2n1CC,7.97,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95559a0>
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,7.97,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555a10>
N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)C(c1ccc(F)cc1)c1ccc(F)cc1,7.97,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555a80>
Cc1cccc(C)c1NC(=O)C1CCCCN1CC1CC1,7.97,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555af0>
CC[C@@H](C)C(=O)O[C@H]1[C@H](O)[C@H]2[C@@H](CN3C[C@@H](C)CC[C@H]3[C@@]2(C)O)[C@@H]2C[C@]34O[C@]5(O)[C@@H](OC(=O)[C@@](C)(O)CC)CC[C@@]3(C)[C@@H]5[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]4[C@@]21O,7.97,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555b60>
Cn1c(=O)c2c(ncn2CC(O)CN2CCN(CCCSc3ccccc3)CC2)n(C)c1=O,7.97,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555bd0>
CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,7.97,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555c40>
O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,7.97,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555cb0>
Cc1ccc(NC(=O)N2CC[C@@H](CC(F)(F)F)C2)cc1-c1cc(N[C@H](C)CO)nc(N2CCOCC2)c1,7.97,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555d90>
O=C(c1ccc(F)cc1)C1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,7.98,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555e00>
CC1CC(N)=NN1c1nc2c(s1)CCCC2,7.98,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555e70>
CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,7.98,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555ee0>
COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C,7.98,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9555f50>
CCOC(=O)C1(c2ccccc2)CCN(CCOCC2CCCO2)CC1,7.98,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556030>
O=C1CCC(c2ccc(Nc3ccncc3)cc2)=NN1,7.98,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95560a0>
CN(Cc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccc2c3c(cccc13)C(N)=N2,7.98,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556110>
NCC(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(ccc4ccccc43)c2)cc1,7.98,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556180>
CN(Cc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccc2c3c(cccc13)C(=N)N2.O=C(O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,7.98,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95561f0>
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,7.99,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95562d0>
Cc1nc2n(c(=O)c1CCN1CCC(C(=O)c3ccc(F)cc3)CC1)CCS2,7.99,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556340>
CN(C(=O)C(C)(C)C1(O)CCN(CCc2ccccc2Cl)CC1)C1CCCCC1,7.99,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95563b0>
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=S(=O)(O)CCS(=O)(=O)O,7.99,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556420>
COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2ncc(-c3ccccc3)[nH]2)cc1C(=O)O,7.99,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556490>
CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,7.99,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556500>
CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1.CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1.O=C(O)CCC(=O)O,7.99,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556570>
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,8.0,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95565e0>
Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,8.0,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556650>
CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,8.0,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95566c0>
Cc1nc2ccccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,8.0,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556730>
CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,8.0,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95567a0>
Oc1ccc(CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,8.0,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556810>
Nc1c(NC/C=C\COc2cc(CN3CCCCC3)ccn2)c(=O)c1=O,8.0,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556880>
c1ccc2c(CCNc3ccc(Nc4ccncc4)cc3)c[nH]c2c1,8.0,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95568f0>
CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2.O=C(O)CC(O)C(=O)O.O=C(O)CC(O)C(=O)O,8.0,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556960>
C[C@@H]1CN(C(=O)c2ccc(NC(=O)c3cc(O[C@H](C)c4c(Cl)ccc(F)c4Cl)c(N)nn3)cc2)C[C@H](C)N1,8.0,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95569d0>
CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccccc1)[C@H](C)N2.O=S(=O)(O)CCO,8.01,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556a40>
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,8.01,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556b20>
CC(C)CCOC(=O)C(NCCN1CCCC1)c1ccccc1,8.01,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556b90>
COC(=O)c1ccccc1C(=O)c1ccc(OCCN2CCCCC2)cc1,8.01,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556c00>
CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1CCN1CCN(c2ccccc2)CC1,8.01,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556c70>
CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccccc1)[C@H](C)N2,8.01,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556ce0>
CNC(C)C(=O)c1ccc(OC)cc1,8.01,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556d50>
CN1C[C@@H](CC#N)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,8.01,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556dc0>
O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,8.02,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556e30>
C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,8.02,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556ea0>
Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1,8.02,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556f10>
CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21,8.02,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9556ff0>
CN1CCC(=C2c3ccccc3C(O)c3ccccc32)CC1,8.02,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9557060>
C/N=C(/NC#N)NCCSCc1csc(NC(=N)N)n1,8.02,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95570d0>
CCOC(=O)C1(c2ccccc2)CCN(CCOCCO)CC1,8.02,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9557140>
Cc1ccc2nc(C)c(CCN3CCC(C(=O)c4ccc(F)cc4)CC3)c(=O)n2c1,8.02,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95571b0>
COCCCN1CCN(c2ccccc2OC)CC1,8.02,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9557220>
CN1CCN(CCC(=O)N2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,8.02,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9557290>
CSCC[C@H](N)C(=O)N[C@@]1(C(=O)O)CS(=O)(=O)[C@H]2[C@H](C(=O)O)[C@H]21,8.02,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9557300>
Cc1c(NCCN2CCCC2)cc(C(=O)CCC(F)(F)F)cc1N1CCN(c2ncnc3[nH]nc(Br)c23)CC1,8.02,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9557370>
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,8.03,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95573e0>
COC(=O)[C@@H](N)CCCNC(=N)N[N+](=O)[O-],8.03,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9557450>
CN1CCC2=C(CC1)c1ccccc1N(C)c1ccccc12,8.03,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95574c0>
COc1ccc(C[C@H](N)C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1,8.03,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9557530>
CCOc1cc2c(cc1OC)C(c1ccc(C(=O)N(C(C)C)C(C)C)cc1)=N[C@@H]1CCN(C)C[C@H]21,8.03,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95575a0>
OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,8.03,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9557680>
OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,8.03,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95576f0>
OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(Cl)cc32)CC1,8.03,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9557760>
CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)NCCc1ccccc1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,8.03,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9557840>
CCCN1CCC(c2cccc(S(C)(=O)=O)c2)CC1,8.03,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95578b0>
CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)c1nccs1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,8.03,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9557920>
CCOC(=O)C1(c2cccc(O)c2)CCN(C)CC1,8.04,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9557a70>
Oc1cc2c(cc1O)C(COc1ccc(Cl)cc1)NCC2,8.04,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9557ae0>
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,8.04,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9557b50>
N=C(N)NC(=O)c1ccc(N2CCN(C(=O)c3ccc[nH]3)CC2)c(C(F)(F)F)c1,8.04,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9557bc0>
O=C(O)c1ccc(CN2C[C@@H]3C[C@H]2CN3Cc2ccc(Oc3ccc(-c4ncco4)cc3)cc2)cc1,8.04,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9557d10>
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,8.05,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9557d80>
O=C(CCCN1CCN(c2ccc(F)cc2)CC1)NC1c2ccccc2CSc2ccccc21,8.05,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9557df0>
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,8.05,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9557e60>
C#CCN(C)Cc1ccccc1,8.05,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9557ed0>
FC(F)(F)c1ccc2c(c1)N(CCCN1CCN(C3CC3)CC1)c1ccccc1S2,8.05,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9557f40>
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1,8.05,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9558040>
CC(=O)OC(Cc1ccccc1)(Cc1ccccc1)C(=O)OCCN1CCCCC1,8.05,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9558190>
COC(=O)C1=C(C)NC(C)=C(C(=O)OCc2ccc(CN3CCCCC3)o2)C1c1ccccc1F,8.05,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9558200>
COc1cc2c(cc1OC)[C@@H]1CN(C)CC[C@@H]1N=C2c1ccc(NC(C)=O)cc1,8.05,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9558270>
CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H](N)C(=O)NCC(=O)O)[C@@H](O)CCCC(=O)O,8.05,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95582e0>
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,8.05,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9558350>
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,8.05,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95583c0>
CC(O)C(=O)O.O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,8.05,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9558430>
CNC(C)C(=O)c1ccc(C)cc1,8.05,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95584a0>
CCC[S@+]([O-])CCCN(CC)C[C@@H](O)COc1ccc(C#N)cc1,8.05,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9558510>
Fc1cccc(Br)c1NC1=NCCN1,8.06,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9558580>
O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,8.06,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9558660>
O=C(O)c1cnccc1Nc1cccc(C(F)(F)F)c1,8.06,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95586d0>
OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,8.06,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9558740>
FC(F)(F)c1cccc(C2CNCCO2)c1,8.06,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95587b0>
CCCN1C[C@@H](NC(=O)N(CC)CC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,8.06,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9558820>
CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)O,8.06,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9558890>
OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,8.06,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9558900>
CCC(=O)C1(c2ccccc2)CCN(CCOCCO)CC1,8.06,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9558970>
CCOC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)[C@@H](N)Cc1ccc(N(CCCl)CCCl)cc1,8.07,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95589e0>
CC(C)(N)[C@H](NC(=O)c1ccc(C#CC#C[C@@H]2C[C@H]2CO)cc1)C(=O)NO,8.07,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9558a50>
N[C@@]1(C(=O)O)CS(=O)(=O)[C@H]2[C@H](C(=O)O)[C@H]21,8.08,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9558ac0>
O=C(O)C1CCSCN1,8.08,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9558ba0>
CCOC(=O)Oc1ccc(/C=C/C=C/C(=O)NCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1OC,8.08,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9558c10>
CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,8.09,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9558d60>
CN(C(=O)CNC1CC1)c1ccc(Cl)cc1C(=O)c1ccccc1Cl,8.09,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9558f20>
CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O,8.09,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9558f90>
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCN1CCN(C)CC1)c1nnc(C)n1-2,8.1,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9559000>
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,8.1,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9559070>
CCOC(=O)C1(c2ccccc2)CCN(CCN2CCOCC2)CC1,8.1,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95590e0>
COc1ccc(C2CNC(=O)C2)cc1OCCCN1CCC(C(=O)c2ccc(F)cc2)CC1,8.1,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9559150>
CNS(=O)(=O)c1cc(OC)c(OC)c(C(=O)NCC2CCCN2C)c1,8.1,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95591c0>
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,8.1,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95592a0>
Cc1nc(Nc2n[nH]c3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1,8.1,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9559380>
CCOC(=O)C1(c2ccccc2)CCN(CCOCc2ccccc2)CC1,8.11,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95593f0>
Cc1cc(NCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)c([N+](=O)[O-])c(C)n1,8.11,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9559460>
O=C1NCCN1CCN1CCN([C@@H]2C[C@@H](c3ccc(F)cc3)c3ccccc32)CC1,8.11,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95594d0>
COc1cc(C(=O)NC(COc2ccccc2)CN2CCCC2)cc(OC)c1OC,8.11,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9559540>
COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1,8.11,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95595b0>
Fc1cc(-c2cccc(-c3nc[nH]n3)c2)cc(F)c1CNC1Cc2ccccc2C1,8.11,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9559620>
CCc1[nH]nc(C(=O)Nc2ccc([C@H]3CNCCO3)cc2)c1C,8.11,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9559700>
CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13,8.12,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9559770>
COc1cccc([C@H]2C[C@@H](N[C@H](C)c3ccccc3)C(=O)N2c2ccc(C(F)(F)F)cc2)c1,8.12,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95597e0>
CN[C@H]1[C@@H](O[C@@H]2/C3=C/C#C[C@H]4O[C@@]4([C@@H]4COC(=O)O4)C#CC3=C[C@H]2OC(=O)c2c(C)ccc3c(C)cc(OC)cc23)O[C@H](C)[C@H](O)[C@@H]1O,8.12,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9559850>
COc1ccccc1N1CCN(CCc2c[nH]c3cc4c(cc23)OCO4)CC1,8.13,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95598c0>
OCCN1CCN(CCCC2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1,8.13,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9559930>
COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1C,8.13,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95599a0>
C[C@@H]1C[S+]([O-])C(C)(C)[C@H](C(=O)O)N1,8.13,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9559a10>
COc1c(N2CCC/C(=C(\F)CN)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,8.13,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9559a80>
NCC(=O)N1C[C@H](NC(=O)c2ccccc2)C[C@H]1C(=O)O,8.13,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9559af0>
CC1(C)c2nc(-c3ccc(F)cc3)c(Nc3ccc(F)cc3)n2CCN1C(=O)CN,8.13,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9559b60>
Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1,8.13,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9559c40>
